,id,rule_name,description,magnitude,historical,closeUser,formattedClosedDate,closedWithCustomizedReason,localizedCloseReason,usernameOrderBy,deviceOrderBy,domainInfo,offenseMapper,offenseMapperType,archived,offenseSource,escapedFormattedOffenseSource,formattedOffenseType,description.1,fullDescription,credibility,credibilityFormatted,severity,severityFormatted,relevance,relevanceFormatted,categoryCount,targetCount,attackerCount,eventCount,formattedEventCount,flowCount,formattedFlowCount,eventDescription,startTime,endTime,attacker,attackerDescription,target,targetDescription,tokensAsString,deviceCount,userCount,attackerId,formattedStartTime,formattedEndTime,formattedLastEventTime,formattedDuration,assignedToUser,username,dismissedCode,allNotes,targetNetwork,startTimeAbs,endTimeAbs,targetNetworkDescription,attackerNetwork,attackerIP,remoteTargetCount,localTargetCount,targetNetworkCount,domainName
64,257785,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1029369578,194.165.17.22,Source IP,Firewall Deny ,Firewall Deny ,2,2,6,6,0,0,4,69,1,642143,"6,42,143",0,0,"642,143 events and 0 flows in 4 categories",Mon Sep 26 17:00:54 COT 2022,Mon Oct 03 11:20:29 COT 2022,194.165.17.22,194.165.17.22,190.60.209.19,190.60.209.19 Remote (68) ,2020383|1|2020378|2020379|2020180|2019988|2020181|2020179|2020177|2020174|2020173|2020169|2020230|2020295|2020354|2020355|2020352|2020161|2020159|2020409|2020086|2020278|2020084|2019952|2020465|2020463|2018860|2021484|2020397|2020453|2021472|2020448,3,0,1210055,"Sep 26, 2022, 5:00:54 PM","Oct 3, 2022, 11:20:29 AM",31d 21h 24m 1s,6d 18h 19m 34s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Distribuidas,166423000000000000    ,166481000000000000    ,Multiple (2),other,194.165.17.22,68,1,2,GR CHIA SAS
65,257845,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:1509467010,89.248.163.130,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,85,1,4752,"4,752",0,0,"4,752 events and 0 flows in 2 categories",Mon Sep 26 23:57:07 COT 2022,Tue Sep 27 03:01:59 COT 2022,89.248.163.130,89.248.163.130,190.60.209.19,Local (17) Remote (68) ,1|2019820|2019523,4,0,1178669,"Sep 26, 2022, 11:57:07 PM","Sep 27, 2022, 3:01:59 AM",38d 5h 42m 31s,3h 4m 52s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Distribuidas,166425000000000000    ,166427000000000000    ,Multiple (3),other,89.248.163.130,68,17,3,GR CHIA SAS
66,257877,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1163206699,186.170.223.213,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,2,1,2737,"2,737",0,0,"2,737 events and 0 flows in 2 categories",Tue Sep 27 04:46:30 COT 2022,Wed Sep 28 19:12:39 COT 2022,186.170.223.213,186.170.223.213,200.14.43.240,200.14.43.240 190.60.74.241 ,2021983|1|2022351|2024924|2022234|2024777|2020020,3,0,1211084,"Sep 27, 2022, 4:46:30 AM","Sep 28, 2022, 7:12:39 PM",36d 13h 31m 51s,1d 14h 26m 9s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166427000000000000    ,166441000000000000    ,Multiple (2),other,186.170.223.213,1,1,2,GR CHIA SAS
67,257902,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1103344908,190.60.74.244,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,1,1,1886,"1,886",0,0,"1,886 events and 0 flows in 2 categories",Tue Sep 27 07:19:10 COT 2022,Fri Sep 30 07:20:34 COT 2022,190.60.74.244,190.60.74.244,200.14.43.240,200.14.43.240 ,1|2027723|2027752|2027927|2027844|2030341|2027475|2020240,2,0,1063670,"Sep 27, 2022, 7:19:10 AM","Sep 30, 2022, 7:20:34 AM",35d 1h 23m 56s,3d 1m 24s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166428000000000000    ,166454000000000000    ,GR_CHIA.Publicas_Mercanet,other,190.60.74.244,0,1,1,GR CHIA SAS
68,258082,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1080250108,191.156.177.4,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,5,1,423,423,0,0,423 events and 0 flows in 2 categories,Tue Sep 27 18:35:17 COT 2022,Fri Sep 30 14:16:30 COT 2022,191.156.177.4,191.156.177.4,200.14.43.240,200.14.43.240 Remote (4) ,2031199|1|2021839|2031195|2031153,3,0,1212124,"Sep 27, 2022, 6:35:17 PM","Sep 30, 2022, 2:16:30 PM",34d 18h 28m 1s,2d 19h 41m 12s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166432000000000000    ,166457000000000000    ,Multiple (2),other,191.156.177.4,4,1,2,GR CHIA SAS
69,258095,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1014688647,195.133.20.121,Source IP,Firewall Deny ,Firewall Deny ,2,2,7,7,0,0,2,62,1,153,153,0,0,153 events and 0 flows in 2 categories,Tue Sep 27 19:55:28 COT 2022,Tue Sep 27 19:58:59 COT 2022,195.133.20.121,195.133.20.121,190.60.209.19,190.60.209.19 Remote (61) ,1|2021988,3,0,1212232,"Sep 27, 2022, 7:55:28 PM","Sep 27, 2022, 7:58:59 PM",37d 12h 45m 31s,3m 30s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Distribuidas,166433000000000000    ,166433000000000000    ,Multiple (2),other,195.133.20.121,61,1,2,GR CHIA SAS
70,258100,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1080280039,191.156.60.25,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,3,1,264,264,0,0,264 events and 0 flows in 2 categories,Tue Sep 27 21:25:27 COT 2022,Tue Sep 27 21:30:30 COT 2022,191.156.60.25,191.156.60.25,200.14.43.240,200.14.43.240 Remote (2) ,1|2022120,3,0,1212348,"Sep 27, 2022, 9:25:27 PM","Sep 27, 2022, 9:30:30 PM",37d 11h 14m 1s,5m 2s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166433000000000000    ,166433000000000000    ,Multiple (2),other,191.156.60.25,2,1,2,GR CHIA SAS
71,258103,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1105555025,190.26.145.175,Source IP,Firewall Deny ,Firewall Deny ,2,2,6,6,0,0,2,2,1,1321,"1,321",0,0,"1,321 events and 0 flows in 2 categories",Tue Sep 27 21:38:24 COT 2022,Tue Sep 27 21:40:59 COT 2022,190.26.145.175,190.26.145.175,200.14.43.240,200.14.43.240 190.60.74.245 ,1|2022135,3,0,1212370,"Sep 27, 2022, 9:38:24 PM","Sep 27, 2022, 9:40:59 PM",37d 11h 3m 31s,2m 35s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166433000000000000    ,166433000000000000    ,Multiple (2),other,190.26.145.175,1,1,2,GR CHIA SAS
72,258104,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1080279514,191.156.62.38,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,5,1,730,730,0,0,730 events and 0 flows in 2 categories,Tue Sep 27 21:37:07 COT 2022,Tue Sep 27 22:02:50 COT 2022,191.156.62.38,191.156.62.38,200.14.43.240,200.14.43.240 Remote (4) ,1|2022156|2022138,3,0,1212373,"Sep 27, 2022, 9:37:07 PM","Sep 27, 2022, 10:02:50 PM",37d 10h 41m 41s,25m 43s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166433000000000000    ,166433000000000000    ,Multiple (2),other,191.156.62.38,4,1,2,GR CHIA SAS
73,258105,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1080281079,191.156.56.9,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,4,1,240,240,0,0,240 events and 0 flows in 2 categories,Tue Sep 27 21:37:21 COT 2022,Tue Sep 27 22:02:50 COT 2022,191.156.56.9,191.156.56.9,200.14.43.240,200.14.43.240 Remote (3) ,1|2022159|2022139,3,0,1212372,"Sep 27, 2022, 9:37:21 PM","Sep 27, 2022, 10:02:50 PM",37d 10h 41m 41s,25m 28s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166433000000000000    ,166433000000000000    ,Multiple (2),other,191.156.56.9,3,1,2,GR CHIA SAS
74,258107,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1080280319,191.156.59.1,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,3,1,279,279,0,0,279 events and 0 flows in 2 categories,Tue Sep 27 21:59:27 COT 2022,Tue Sep 27 22:02:52 COT 2022,191.156.59.1,191.156.59.1,200.14.43.240,200.14.43.240 Remote (2) ,1|2022161,3,0,1212402,"Sep 27, 2022, 9:59:27 PM","Sep 27, 2022, 10:02:52 PM",37d 10h 41m 39s,3m 25s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166433000000000000    ,166433000000000000    ,Multiple (2),other,191.156.59.1,2,1,2,GR CHIA SAS
75,258127,Host Port Scan Detected by Remote Host,"Firewall Deny
",3,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:1755093766,104.156.155.6,Source IP,Firewall Deny ,Firewall Deny ,2,2,8,8,0,0,2,69,1,47178,"47,178",0,0,"47,178 events and 0 flows in 2 categories",Tue Sep 27 22:21:37 COT 2022,Wed Sep 28 16:12:59 COT 2022,104.156.155.6,104.156.155.6,190.60.209.19,190.60.209.19 Remote (68) ,2023006|1|2023004|2023067|2023064|2022999|2022933|2023056|2023057|2023052|2022986|2022858|2022920|2022984|2022854|2023111|2022213|2022849|2023100|2022842|2023032|2022840|2022837|2022962|2022960|2022958|2022890|2023080|2023017|2022950|2023008|2022881,3,0,1212437,"Sep 27, 2022, 10:21:37 PM","Sep 28, 2022, 4:12:59 PM",36d 16h 31m 32s,17h 51m 22s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Distribuidas,166434000000000000    ,16644000000000000    ,Multiple (2),other,104.156.155.6,68,1,2,GR CHIA SAS
76,258148,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1080280070,191.156.59.250,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,4,1,89,89,0,0,89 events and 0 flows in 1 categories,Wed Sep 28 00:15:35 COT 2022,Wed Sep 28 00:17:49 COT 2022,191.156.59.250,191.156.59.250,200.14.43.240,200.14.43.240 Remote (3) ,1|2022373,2,0,1212636,"Sep 28, 2022, 12:15:35 AM","Sep 28, 2022, 12:17:49 AM",37d 8h 26m 42s,2m 13s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166434000000000000    ,166434000000000000    ,Multiple (2),other,191.156.59.250,3,1,2,GR CHIA SAS
77,258157,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,GRC_FT_FW_MERCANET,domain 11,0,BY_ATTACKER,0,11:-1846568363,145.239.154.85,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,1,1,68,68,0,0,68 events and 0 flows in 1 categories,Wed Sep 28 01:08:06 COT 2022,Wed Sep 28 01:08:07 COT 2022,145.239.154.85,145.239.154.85,200.14.43.140,200.14.43.140 ,1|2022433,1,0,1123832,"Sep 28, 2022, 1:08:06 AM","Sep 28, 2022, 1:08:07 AM",37d 7h 36m 24s,0s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166435000000000000    ,166435000000000000    ,GR_CHIA.Publicas_Mercanet,other,145.239.154.85,0,1,1,GR CHIA SAS
78,258175,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:1862754437,111.7.96.133,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,3,1,52,52,0,0,52 events and 0 flows in 1 categories,Wed Sep 28 04:54:09 COT 2022,Wed Sep 28 04:56:44 COT 2022,111.7.96.133,111.7.96.133,190.60.209.19,190.60.209.19 Remote (2) ,1|2022737,2,0,1018507,"Sep 28, 2022, 4:54:09 AM","Sep 28, 2022, 4:56:44 AM",37d 3h 47m 46s,2m 35s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Distribuidas,166436000000000000    ,166436000000000000    ,Multiple (2),other,111.7.96.133,2,1,2,GR CHIA SAS
79,258185,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1168877439,186.84.88.129,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,2,1,592,592,0,0,592 events and 0 flows in 1 categories,Wed Sep 28 05:55:13 COT 2022,Wed Sep 28 14:39:17 COT 2022,186.84.88.129,186.84.88.129,200.14.43.240,200.14.43.240 190.60.74.243 ,1|2024186|2022820|2024339,2,0,1100258,"Sep 28, 2022, 5:55:13 AM","Sep 28, 2022, 2:39:17 PM",36d 18h 5m 14s,8h 44m 3s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166436000000000000    ,166439000000000000    ,Multiple (2),other,186.84.88.129,1,1,2,GR CHIA SAS
80,258193,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1290583742,179.19.65.66,Source IP,Firewall Deny ,Firewall Deny ,2,2,5,5,0,0,2,3,1,181,181,0,0,181 events and 0 flows in 2 categories,Wed Sep 28 06:52:17 COT 2022,Wed Sep 28 06:58:07 COT 2022,179.19.65.66,179.19.65.66,200.14.43.240,200.14.43.240 Remote (2) ,1|2022905|2022912,3,0,1213175,"Sep 28, 2022, 6:52:17 AM","Sep 28, 2022, 6:58:07 AM",37d 1h 46m 24s,5m 50s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166437000000000000    ,166437000000000000    ,Multiple (2),other,179.19.65.66,2,1,2,GR CHIA SAS
81,258297,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1290546712,179.19.209.232,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,3,1,98,98,0,0,98 events and 0 flows in 1 categories,Wed Sep 28 12:51:06 COT 2022,Wed Sep 28 12:51:10 COT 2022,179.19.209.232,179.19.209.232,200.14.43.240,200.14.43.240 Remote (2) ,1|2024054,2,0,1213573,"Sep 28, 2022, 12:51:06 PM","Sep 28, 2022, 12:51:10 PM",36d 19h 53m 21s,4s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166439000000000000    ,166439000000000000    ,Multiple (2),other,179.19.209.232,2,1,2,GR CHIA SAS
82,258298,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1290575898,179.19.95.230,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,3,1,85,85,0,0,85 events and 0 flows in 1 categories,Wed Sep 28 12:51:27 COT 2022,Wed Sep 28 12:51:30 COT 2022,179.19.95.230,179.19.95.230,200.14.43.240,200.14.43.240 Remote (2) ,1|2024053,2,0,1213574,"Sep 28, 2022, 12:51:27 PM","Sep 28, 2022, 12:51:30 PM",36d 19h 53m 1s,3s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166439000000000000    ,166439000000000000    ,Multiple (2),other,179.19.95.230,2,1,2,GR CHIA SAS
83,258316,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1290555906,179.19.173.254,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,3,1,112,112,0,0,112 events and 0 flows in 1 categories,Wed Sep 28 14:06:13 COT 2022,Wed Sep 28 14:06:17 COT 2022,179.19.173.254,179.19.173.254,200.14.43.240,200.14.43.240 Remote (2) ,1|2024255,2,0,1213672,"Sep 28, 2022, 2:06:13 PM","Sep 28, 2022, 2:06:17 PM",36d 18h 38m 14s,3s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166439000000000000    ,166439000000000000    ,Multiple (2),other,179.19.173.254,2,1,2,GR CHIA SAS
84,258326,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1290573417,179.19.105.151,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,3,1,101,101,0,0,101 events and 0 flows in 1 categories,Wed Sep 28 14:58:16 COT 2022,Wed Sep 28 14:58:19 COT 2022,179.19.105.151,179.19.105.151,200.14.43.240,200.14.43.240 Remote (2) ,2024398|1,2,0,1213745,"Sep 28, 2022, 2:58:16 PM","Sep 28, 2022, 2:58:19 PM",36d 17h 46m 11s,3s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,16644000000000000    ,16644000000000000    ,Multiple (2),other,179.19.105.151,2,1,2,GR CHIA SAS
85,258366,A System Boot has been detected,"Device Reboot
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",admin,GRC_FT_FW_Distribuida,domain 11,0,BY_ATTACKER,0,11:770618979,45.238.182.99,Source IP,Device Reboot ,Device Reboot ,3,3,6,6,0,0,1,1,1,1,1,0,0,1 events and 0 flows in 1 categories,Wed Sep 28 20:07:46 COT 2022,Wed Sep 28 20:07:46 COT 2022,45.238.182.99,45.238.182.99,20.20.20.1,20.20.20.1 ,1,1,1,1214134,"Sep 28, 2022, 8:07:46 PM","Sep 28, 2022, 8:07:46 PM",36d 12h 36m 44s,0s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",other,166441000000000000    ,166441000000000000    ,other,other,45.238.182.99,1,0,1,GR CHIA SAS
86,258383,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:310702945,18.132.243.97,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,2,68,1,6760,"6,76",0,0,"6,760 events and 0 flows in 2 categories",Wed Sep 28 22:05:29 COT 2022,Wed Sep 28 22:17:59 COT 2022,18.132.243.97,18.132.243.97,190.60.74.140,Remote (68) ,1|2025413|2025377,2,0,1214287,"Sep 28, 2022, 10:05:29 PM","Sep 28, 2022, 10:17:59 PM",36d 10h 26m 31s,12m 30s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",other,166442000000000000    ,166442000000000000    ,other,other,18.132.243.97,68,0,1,GR CHIA SAS
87,258426,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:37321239,2.57.122.23,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,3,69,1,4813,"4,813",0,0,"4,813 events and 0 flows in 3 categories",Thu Sep 29 03:01:19 COT 2022,Thu Sep 29 03:52:59 COT 2022,2.57.122.23,2.57.122.23,190.60.209.19,190.60.209.19 Remote (68) ,1|2026248,3,0,1214776,"Sep 29, 2022, 3:01:19 AM","Sep 29, 2022, 3:52:59 AM",36d 4h 51m 31s,51m 40s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Distribuidas,166444000000000000    ,166444000000000000    ,Multiple (2),other,2.57.122.23,68,1,2,GR CHIA SAS
88,258486,"GR Chia: X-Force Risky IP, Anonymization(Destination IP)","Forward Traffic
",1,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,GRC_FT_FW_MERCANET,domain 11,1,BY_TARGET,0,11:877070796,52.71.9.204,Destination IP,Forward Traffic ,Forward Traffic ,2,2,3,3,0,0,1,1,1,1,1,0,0,1 events and 0 flows in 1 categories,Thu Sep 29 09:14:32 COT 2022,Thu Sep 29 09:14:32 COT 2022,10.10.28.198,10.10.28.198,52.71.9.204,52.71.9.204 ,1,1,0,1215258,"Sep 29, 2022, 9:14:32 AM","Sep 29, 2022, 9:14:32 AM",35d 23h 29m 59s,0s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",other,166446000000000000    ,166446000000000000    ,other,GR_CHIA.FW_IFX,10.10.28.198,1,0,1,GR CHIA SAS
89,258495,Host Port Scan Detected by Remote Host,"Firewall Deny
",2,FALSE,jcifuentes,"Oct 4, 2022, 9:17:47 AM",FALSE,"False-Positive, Tuned",,,domain 11,0,BY_ATTACKER,0,11:-1168760713,186.86.32.119,Source IP,Firewall Deny ,Firewall Deny ,2,2,4,4,0,0,1,2,1,146,146,0,0,146 events and 0 flows in 1 categories,Thu Sep 29 09:31:21 COT 2022,Thu Sep 29 09:32:59 COT 2022,186.86.32.119,186.86.32.119,200.14.43.240,200.14.43.240 190.60.74.241 ,1|2027508,2,0,1215277,"Sep 29, 2022, 9:31:21 AM","Sep 29, 2022, 9:32:59 AM",35d 23h 11m 31s,1m 38s,FALSE,,2,"""This offense was closed with reason: False-Positive, Tuned.  Notes: Se procede al cierre posterior a la realización del informe mensual jcifuentes Oct 4, 2022, 9:17:47 AM""",GR_CHIA.Publicas_Mercanet,166446000000000000    ,166446000000000000    ,Multiple (2),other,186.86.32.119,1,1,2,GR CHIA SAS
